Month,DayOfMonth,DayOfWeek,PlaneAge,Distance,AirTime,DepTime,ArrTime,ArrDelay
11,2,7,8,276,47,1339,1437,-3
11,2,7,8,487,72,1807,2027,12
11,2,7,8,248,43,941,1037,-3
11,2,7,8,487,74,2050,2113,-7
11,3,1,8,323,49,743,947,-8
11,3,1,8,888,122,1604,1717,-33
11,3,1,8,377,61,1216,1327,-3
11,3,1,8,1235,178,2001,2134,19
11,3,1,8,359,59,1811,1920,-15
11,3,1,8,397,71,2157,2327,22
12,3,3,8,1501,168,1853,2353,-12
12,3,3,8,236,40,1716,1814,-11
12,3,3,8,1363,192,1459,1622,-28
12,3,3,8,237,36,619,704,-16
12,3,3,8,1072,152,1236,1424,-11
12,3,3,8,718,98,1001,1159,-6
12,3,3,8,254,43,737,934,-1
12,4,4,8,323,46,745,943,-12
12,4,4,8,888,142,1610,1747,-3
12,4,4,8,377,60,1216,1329,-1
12,4,4,8,1235,187,2008,2126,11
12,4,4,8,359,65,1813,1942,7
12,4,4,8,397,61,2145,2307,2
12,4,4,8,377,78,1403,1533,-7
12,4,4,8,321,52,621,725,0
12,4,4,8,495,65,1018,1135,-10
12,5,5,8,493,77,2000,2130,30
12,5,5,8,358,60,847,1008,28
12,5,5,8,358,59,1203,1318,23
12,5,5,8,1180,143,1547,1929,-1
12,5,5,8,358,56,647,758,-2
12,5,5,8,358,56,1033,1147,32
12,5,5,8,605,91,1339,1524,9
12,6,6,8,370,59,853,1105,-5
12,6,6,8,1506,186,1138,1719,19
12,6,6,8,271,56,1746,1801,21
12,6,6,8,590,87,715,809,-6
12,7,7,8,283,53,1144,1252,-3
12,7,7,8,570,95,1501,1649,-6
12,7,7,8,682,106,1324,1420,-15
12,7,7,8,777,99,820,1117,2
12,7,7,8,1105,143,1729,2103,-17
12,8,1,8,675,100,1652,1947,-3
12,8,1,8,1013,124,1253,1612,-13
12,8,1,8,895,137,1054,1225,-10
12,8,1,8,405,73,2010,2136,-24
12,8,1,8,1105,156,829,1018,-7
12,9,2,8,611,108,803,905,-5
12,9,2,8,336,54,624,729,-6
12,9,2,8,1056,140,1816,2000,10
12,9,2,8,1166,166,1334,1743,13
12,9,2,8,423,73,941,1112,-3
12,9,2,8,423,62,1150,1303,-2
12,9,2,8,1262,161,2027,2216,-29
12,10,3,8,967,140,2009,2143,-17
12,10,3,8,345,56,751,902,-13
12,10,3,8,361,58,1108,1218,-2
12,10,3,8,446,71,1432,1556,-4
12,10,3,8,361,54,1253,1358,-7
12,10,3,8,256,47,713,716,-9
12,10,3,8,180,36,938,1026,-14
12,10,3,8,853,119,1620,1936,-9
12,11,4,8,588,86,1523,1913,73
12,11,4,8,2295,318,1952,2222,57
12,11,4,8,1797,213,857,1444,-6
12,11,4,8,337,53,701,807,-23
12,12,5,8,1111,171,1619,1923,103
12,12,5,8,283,52,1453,1555,110
12,12,5,8,777,96,2209,57,92
12,12,5,8,2295,256,631,1405,-15
12,12,5,8,997,149,1948,2135,100
12,13,6,8,1050,152,656,946,-24
12,13,6,8,989,156,1028,1218,-7
12,13,6,8,1105,139,1255,1624,-21
12,13,6,8,919,123,1710,1931,-4
12,14,7,8,328,52,715,822,-3
12,14,7,8,866,135,1549,1824,19
12,14,7,8,1440,248,1103,1424,29
12,14,7,8,842,130,847,1008,-22
12,14,7,8,1107,139,1859,2239,24
12,14,7,8,365,63,1458,1517,37
12,15,1,8,220,43,1500,1559,-6
12,15,1,8,1999,356,1816,2239,64
12,15,1,8,314,59,1314,1422,-8
12,15,1,8,220,57,1639,1747,-3
12,15,1,8,370,71,2259,2330,70
12,15,1,8,1262,134,608,935,-25
12,15,1,8,487,66,1019,1237,-18
12,16,2,8,365,56,1115,1336,61
12,16,2,8,590,98,610,912,12
12,16,2,8,307,39,2341,157,352
12,16,2,8,368,68,938,1046,56
12,17,3,8,1448,243,1151,1530,235
12,17,3,8,448,84,1037,1124,199
12,17,3,8,647,99,1556,1648,218
12,17,3,8,647,94,1939,2228,18
12,18,4,8,333,55,1114,1215,-10
12,18,4,8,2075,208,1803,2343,-12
12,18,4,8,338,57,708,719,-11
12,18,4,8,333,48,936,1038,-12
12,18,4,8,342,54,1316,1421,6
12,18,4,8,338,50,1517,1725,30
12,18,4,8,342,61,756,908,-7
12,19,5,8,484,64,1405,1629,209
12,19,5,8,1965,301,1701,1924,229
12,19,5,8,1140,117,2053,107,127
12,19,5,8,395,57,1220,1341,216
12,19,5,8,668,163,851,1146,206
12,20,6,8,256,42,1924,2118,-7
12,20,6,8,386,64,1403,1518,-2
12,20,6,8,1140,179,1203,1317,2
12,20,6,8,342,56,1555,1703,-7
12,20,6,8,226,38,1735,1829,-16
12,21,7,8,862,106,2200,102,42
12,21,7,8,2075,320,1632,2030,45
12,21,7,8,370,58,2110,2127,47
12,21,7,8,2075,225,907,1512,-23
12,22,1,8,883,127,1703,1922,22
12,22,1,8,328,50,1319,1428,18
12,22,1,8,1491,165,715,1229,4
12,22,1,8,1052,136,1952,2219,9
12,22,1,8,328,61,1502,1614,14
12,23,2,8,223,37,2118,2204,139
12,23,2,8,295,41,2224,14,124
12,23,2,8,1034,158,730,1020,-5
12,23,2,8,1121,186,1822,2055,150
12,23,2,8,842,153,1534,1742,122
12,23,2,8,1137,144,1052,1339,9
12,24,3,8,239,55,933,1037,7
12,24,3,8,461,62,1454,1611,-14
12,24,3,8,239,39,1332,1421,-4
12,24,3,8,276,47,1053,1148,-2
12,24,3,8,276,46,1209,1304,-6
12,24,3,8,293,45,755,850,-10
12,24,3,8,405,56,1650,1801,-9
12,24,3,8,1105,149,1836,2216,-4
12,25,4,8,611,102,1411,1507,-8
12,25,4,8,337,61,1932,2043,28
12,25,4,8,1750,279,1601,1900,35
12,25,4,8,446,60,2104,2218,13
12,25,4,8,919,118,1120,1331,-14
12,25,4,8,447,78,2238,10,155
12,26,5,8,588,76,1528,1756,-4
12,26,5,8,1797,204,858,1433,-17
12,26,5,8,337,53,700,806,-24
12,27,6,8,1013,146,1304,1451,-14
12,27,6,8,495,66,1535,1756,1
12,27,6,8,1052,143,721,955,-5
12,27,6,8,181,37,1816,1903,-7
12,27,6,8,174,35,1030,1117,-3
12,27,6,8,612,89,1147,1229,-11
12,28,7,8,319,53,1607,1725,20
12,28,7,8,303,45,954,1056,1
12,28,7,8,419,60,1307,1424,14
12,28,7,8,419,59,1920,2028,3
12,28,7,8,441,59,1743,1851,6
12,28,7,8,303,59,1125,1232,7
12,28,7,8,181,38,1452,1540,10
12,29,1,8,1180,170,1742,1944,4
12,29,1,8,405,59,940,1104,4
12,29,1,8,704,96,1214,1500,-20
12,29,1,8,181,35,2001,2047,-13
12,29,1,8,313,52,758,903,-2
12,29,1,8,159,40,1549,1641,1
12,30,2,8,159,31,1225,1307,2
12,30,2,8,181,34,652,737,-3
12,30,2,8,629,86,2113,4,49
12,30,2,8,345,58,1745,1904,49
12,30,2,8,1180,136,802,1130,-15
12,30,2,8,2155,327,1345,1633,33
12,30,2,8,345,55,1935,2048,48
12,31,3,8,1557,179,1051,1609,4
12,31,3,8,238,44,1702,1805,15
12,1,1,8,1363,173,1313,1822,142
12,1,1,8,1242,159,1847,2238,118
12,1,1,8,308,52,1129,1240,140
12,2,2,8,912,126,1027,1147,-28
12,2,2,8,967,139,1926,2102,-18
12,2,2,8,296,48,1424,1527,7
12,2,2,8,318,49,627,734,-6
12,2,2,8,663,77,800,930,-25
12,2,2,8,912,119,1551,1858,3
12,2,2,8,296,51,1238,1340,-5
1,3,4,6,515,76,628,804,14
1,3,4,6,1591,219,1039,1132,-18
1,3,4,6,345,55,1609,1732,32
1,3,4,6,258,48,1221,1329,4
1,3,4,6,843,97,2157,42,77
1,3,4,6,601,83,1813,2053,53
1,3,4,6,258,47,1356,1508,3
1,4,5,6,612,77,929,1200,-15
1,4,5,6,1011,128,1827,2054,-6
1,4,5,6,174,32,1400,1448,-2
1,4,5,6,822,112,659,904,-1
1,4,5,6,1054,140,1524,1754,4
1,4,5,6,174,32,1243,1328,-7
1,5,6,6,328,62,950,1111,6
1,5,6,6,972,127,1814,2033,23
1,5,6,6,1090,128,1240,1742,22
1,5,6,6,1552,220,719,913,-12
1,5,6,6,395,54,2148,2255,60
1,5,6,6,256,45,1154,1200,-5
1,6,7,6,1588,239,631,842,-8
1,6,7,6,358,60,1040,1153,-2
1,6,7,6,895,111,1800,2105,5
1,6,7,6,223,50,915,1015,-5
1,6,7,6,611,74,2138,7,2
1,6,7,6,602,74,1544,1730,10
1,6,7,6,647,85,1225,1503,-7
1,7,1,6,1797,258,751,1038,3
1,7,1,6,612,82,2032,2307,-13
1,7,1,6,588,91,627,715,-15
1,7,1,6,373,67,1104,1232,12
1,7,1,6,1751,194,1446,2011,-4
1,7,1,6,480,67,1304,1422,12
1,8,2,6,1618,232,1015,1223,3
1,8,2,6,318,49,747,857,2
1,8,2,6,365,56,924,936,-4
1,8,2,6,256,46,1626,1840,-5
1,8,2,6,345,62,1256,1416,1
1,8,2,6,588,76,2031,2304,-6
1,8,2,6,646,108,1905,2005,0
1,8,2,6,345,55,1445,1555,0
1,8,2,6,197,34,619,713,-7
1,9,3,6,1552,174,1314,1822,12
1,9,3,6,677,88,1003,1250,25
1,9,3,6,972,125,1853,2109,4
1,9,3,6,337,53,828,941,26
1,9,3,6,588,98,647,812,32
1,10,4,6,441,67,2014,2134,-6
1,10,4,6,1101,160,641,933,-22
1,10,4,6,1073,140,1140,1414,-11
1,10,4,6,937,145,1710,1951,-4
1,10,4,6,842,147,1455,1632,-3
1,10,4,6,133,32,1023,1112,-3
1,11,5,6,570,91,1443,1638,8
1,11,5,6,682,104,1325,1420,0
1,11,5,6,546,77,750,919,-6
1,11,5,6,349,50,1908,2012,-13
1,11,5,6,319,46,627,727,-3
1,11,5,6,895,119,1713,1835,-10
1,11,5,6,737,100,951,1243,-2
1,12,6,6,1552,178,909,1420,-10
1,12,6,6,787,122,1836,2058,-2
1,12,6,6,1142,127,2123,2344,-26
1,12,6,6,655,83,1455,1633,-17
1,12,6,6,159,34,1717,1808,-2
1,13,7,6,989,137,1416,1620,35
1,13,7,6,997,126,1647,2004,14
1,13,7,6,1142,180,1002,1322,-8
1,13,7,6,1034,122,2038,2251,6
1,14,1,6,1751,226,1504,1702,-33
1,14,1,6,197,35,1221,1312,-8
1,14,1,6,236,49,2145,2251,1
1,14,1,6,480,81,1803,1942,7
1,14,1,6,373,59,2005,2126,6
1,14,1,6,612,90,1349,1433,-7
1,14,1,6,197,45,1052,1156,6
1,15,2,6,148,30,2102,2142,-13
1,15,2,6,287,48,1016,1014,-11
1,15,2,6,279,42,1046,1138,-17
1,15,2,6,345,61,617,730,-5
1,15,2,6,479,59,1223,1332,-18
1,15,2,6,335,51,754,956,-4
1,15,2,6,1164,132,1559,2025,-25
1,15,2,6,480,58,1417,1524,-16
1,16,3,6,562,83,834,907,2
1,16,3,6,636,95,926,1009,-6
1,16,3,6,239,40,725,816,21
1,16,3,6,1069,121,1553,2010,-5
1,16,3,6,180,34,1234,1332,7
1,16,3,6,345,63,1355,1524,14
1,16,3,6,446,71,1039,1210,0
1,16,3,6,248,41,2040,2129,-11
1,17,4,6,1180,170,830,1032,-13
1,17,4,6,580,87,715,754,-11
1,17,4,6,407,62,1847,2012,-8
1,17,4,6,588,85,2046,2321,-4
1,17,4,6,367,59,1530,1740,0
1,17,4,6,697,94,1112,1301,-24
1,17,4,6,417,57,1350,1457,-8
1,17,4,6,365,57,1807,1822,2
1,18,5,6,533,68,2112,2343,18
1,18,5,6,337,55,759,907,-8
1,18,5,6,957,133,1716,2048,18
1,18,5,6,371,67,948,1107,2
1,18,5,6,590,79,641,728,-2
1,18,5,6,404,67,1329,1448,-2
1,18,5,6,371,61,1523,1642,-3
1,18,5,6,404,68,1137,1255,-5
1,19,6,6,1044,142,1123,1257,-18
1,19,6,6,325,53,1800,2006,-9
1,19,6,6,338,56,1400,1407,-8
1,19,6,6,333,52,1629,1730,-10
1,19,6,6,342,54,1439,1540,-15
1,20,7,6,377,56,1759,1912,-8
1,20,7,6,842,121,2140,2351,-24
1,20,7,6,359,48,1253,1353,-7
1,20,7,6,888,102,1422,1715,-20
1,20,7,6,1235,147,730,1211,-14
1,20,7,6,377,68,1940,2101,-19
1,20,7,6,256,42,701,658,-7
1,21,1,6,283,61,1129,1243,3
1,21,1,6,369,59,1936,2151,16
1,21,1,6,1491,223,1311,1508,-7
1,21,1,6,957,149,1551,1743,18
1,21,1,6,325,50,1816,1919,24
1,21,1,6,328,41,2210,2302,2
1,21,1,6,1111,131,828,1051,-14
1,22,2,6,223,38,626,714,-6
1,22,2,6,717,131,1730,1854,-1
1,22,2,6,496,59,738,949,-16
1,22,2,6,1073,143,1427,1659,-11
1,22,2,6,1751,227,1931,2132,-23
1,22,2,6,1040,123,1024,1343,-17
1,23,3,6,283,44,2004,2138,28
1,23,3,6,997,125,1328,1646,1
1,23,3,6,1751,211,704,1251,6
1,23,3,6,842,104,1715,1912,-18
1,24,4,6,1050,168,755,1058,-2
1,24,4,6,133,36,1127,1215,0
1,24,4,6,1052,133,1909,2135,-15
1,24,4,6,951,139,1553,1834,-11
1,24,4,6,992,126,1242,1501,-24
1,25,5,6,765,122,1515,1631,1
1,25,5,6,1101,159,709,959,-26
1,25,5,6,258,45,1939,2038,-2
1,25,5,6,972,131,1208,1439,9
1,25,5,6,1521,224,1705,1901,-4
1,25,5,6,133,28,1043,1131,-9
1,26,6,6,1020,166,1303,1503,3
1,26,6,6,1020,113,904,1211,-29
1,26,6,6,304,62,1938,1952,12
1,26,6,6,507,73,1558,1723,18
1,26,6,6,446,67,2011,2130,0
1,26,6,6,304,46,631,838,-2
1,26,6,6,507,74,1748,1914,4
1,27,7,6,237,41,1631,1724,4
1,27,7,6,223,56,2341,55,180
1,27,7,6,1076,117,1009,1436,-4
1,27,7,6,407,64,816,941,1
1,27,7,6,647,95,2012,2117,22
1,27,7,6,397,64,2144,2306,31
1,27,7,6,237,40,1501,1602,2
1,27,7,6,935,151,1755,1943,13
1,28,1,6,1497,165,1437,1932,-18
1,28,1,6,358,59,705,832,7
1,28,1,6,1111,129,1044,1403,-12
1,28,1,6,479,76,853,1017,-3
1,28,1,6,1137,153,2028,2318,13
1,29,2,6,478,65,950,1213,-7
1,29,2,6,588,72,1439,1702,2
1,29,2,6,682,111,810,917,-13
1,29,2,6,159,32,1732,1816,-4
1,29,2,6,616,102,1257,1352,-3
1,29,2,6,133,25,2135,2207,-18
1,29,2,6,655,96,1844,2031,-24
1,29,2,6,328,57,632,745,-10
1,30,3,6,408,71,1020,1150,0
1,30,3,6,229,47,1219,1223,3
1,30,3,6,258,40,2138,2230,30
1,30,3,6,787,105,747,946,-9
1,30,3,6,1728,247,1253,1514,-1
1,30,3,6,446,61,1738,1849,-16
1,30,3,6,133,30,639,723,-2
1,30,3,6,258,75,1925,2114,39
1,30,3,6,446,73,1544,1709,-6
1,31,4,6,2295,324,1918,2203,53
1,31,4,6,704,96,1403,1730,65
1,31,4,6,159,33,1807,1853,68
1,31,4,6,1728,233,706,1321,21
1,31,4,6,446,69,2221,2344,39
1,1,2,6,236,41,1423,1524,-1
1,1,2,6,370,56,1559,1806,-9
1,1,2,6,1099,155,1244,1333,-12
1,1,2,6,621,86,1845,1929,-11
1,1,2,6,304,46,2145,2342,-3
1,1,2,6,417,64,2005,2117,-3
1,1,2,6,342,55,1103,1209,-6
1,2,3,6,806,118,1200,1426,6
1,2,3,6,256,47,1459,1706,11
1,2,3,6,337,53,814,916,1
1,2,3,6,723,86,946,1125,-10
1,2,3,6,1489,182,1747,2308,23
1,2,3,6,370,56,716,731,-4
1,3,4,6,515,79,825,1002,-8
2,3,7,6,580,74,1555,1821,-9
2,3,7,6,296,71,2210,2333,213
2,3,7,6,677,78,1247,1520,-10
2,3,7,6,337,60,1100,1219,4
2,3,7,6,543,72,849,1014,-21
2,4,1,6,148,34,1055,1142,2
2,4,1,6,148,30,954,1034,-1
2,4,1,6,276,45,2043,2139,74
2,4,1,6,276,45,2152,2252,72
2,4,1,6,393,74,806,931,1
2,5,2,6,1987,283,1215,1412,-13
2,5,2,6,325,56,1944,2052,-3
2,5,2,6,937,106,649,846,-14
2,5,2,6,258,41,1457,1556,-9
2,5,2,6,468,62,927,1142,-3
2,5,2,6,446,64,2133,2255,5
2,5,2,6,417,64,1634,1753,-2
2,5,2,6,296,44,1825,1922,-3
2,6,3,6,616,82,2032,2309,-6
2,6,3,6,296,51,945,1049,-1
2,6,3,6,1588,172,1440,1954,-16
2,6,3,6,417,72,639,813,8
2,6,3,6,296,43,829,925,0
2,6,3,6,342,57,1114,1226,-4
2,6,3,6,226,45,1301,1400,-5
2,7,4,6,197,38,1423,1522,2
2,7,4,6,1048,129,853,1215,-5
2,7,4,6,1072,155,625,812,-18
2,7,4,6,423,66,1818,1951,11
2,7,4,6,1037,153,2017,2203,3
2,7,4,6,256,49,2225,2225,0
2,7,4,6,197,36,1257,1353,8
2,7,4,6,997,126,1556,1720,-20
2,8,5,6,307,56,1916,1927,-8
2,8,5,6,407,66,555,718,-12
2,8,5,6,345,55,2305,16,26
2,8,5,6,307,48,1628,1833,-7
2,8,5,6,1521,225,2021,2228,18
2,8,5,6,446,69,803,929,9
2,8,5,6,1728,205,953,1534,-11
2,9,6,6,1521,186,920,1443,3
2,9,6,6,1733,264,1515,1759,14
2,9,6,6,345,54,740,845,5
2,9,6,6,671,92,1822,2013,-2
2,10,7,6,534,74,2002,2134,-11
2,10,7,6,446,68,910,1030,-5
2,10,7,6,1129,138,1104,1533,-7
2,10,7,6,1040,121,1609,1926,-9
2,11,1,6,258,44,1128,1236,1
2,11,1,6,2039,286,844,1056,-4
2,11,1,6,534,77,630,758,-17
2,11,1,6,1728,210,1637,2220,0
2,11,1,6,417,59,1301,1410,-15
2,11,1,6,417,62,1452,1604,-6
2,12,2,6,1790,234,818,1028,-17
2,12,2,6,957,117,2018,2327,-8
2,12,2,6,304,45,1425,1421,-9
2,12,2,6,446,64,1837,1956,11
2,12,2,6,447,66,1500,1618,-12
2,12,2,6,447,67,1702,1818,28
2,12,2,6,647,88,1108,1350,-10
2,13,3,6,248,42,1123,1216,-9
2,13,3,6,495,66,721,938,-12
2,13,3,6,1750,213,1440,2024,-1
2,13,3,6,181,35,1010,1100,0
2,13,3,6,1210,171,1246,1355,-15
2,14,4,6,562,91,1807,1853,13
2,14,4,6,347,55,1920,2036,16
2,14,4,6,239,43,1632,1727,2
2,14,4,6,972,139,1052,1328,-17
2,14,4,6,848,136,1412,1548,-7
2,14,4,6,765,91,730,1016,-14
2,14,4,6,333,55,2134,2240,10
2,14,4,6,325,52,2110,2112,12
2,15,5,6,1750,221,1200,1756,6
2,15,5,6,1166,145,1837,2218,3
2,15,5,6,308,51,1009,1117,-3
2,15,5,6,342,57,645,806,6
2,15,5,6,342,60,822,943,3
2,16,6,6,1166,165,632,830,-15
2,16,6,6,1372,161,1459,1959,-11
2,16,6,6,1751,236,914,1123,-22
2,16,6,6,762,100,1222,1412,-13
2,17,7,6,337,52,2104,2207,-8
2,17,7,6,997,134,837,1204,-11
2,17,7,6,370,56,2017,2034,-1
2,17,7,6,2277,309,1559,1920,-30
2,17,7,6,251,37,716,806,-9
2,17,7,6,1137,139,1242,1517,-8
2,18,1,6,255,53,1847,1955,15
2,18,1,6,1750,206,848,1433,-7
2,18,1,6,611,92,1518,1815,15
2,18,1,6,337,57,700,810,-5
2,18,1,6,587,104,2019,2215,20
2,18,1,6,197,45,2235,2331,21
2,19,2,6,1588,235,853,1116,11
2,19,2,6,223,43,2104,2156,-9
2,19,2,6,793,119,701,819,-1
2,19,2,6,407,65,1739,1859,-1
2,19,2,6,866,122,1149,1416,-4
2,19,2,6,414,78,2216,2350,75
2,19,2,6,325,48,1929,2035,-5
2,19,2,6,866,119,1446,1704,-6
2,20,3,6,1073,133,2243,107,92
2,20,3,6,402,55,1709,1920,-5
2,20,3,6,1262,142,1111,1443,-22
2,20,3,6,834,109,1949,2207,2
2,20,3,6,304,45,831,1035,-5
2,20,3,6,447,63,643,756,-14
2,20,3,6,251,44,1533,1632,-3
2,21,4,6,2066,284,1247,1507,-8
2,21,4,6,397,68,1605,1736,16
2,21,4,6,758,104,1009,1211,-4
2,21,4,6,407,62,2144,2316,31
2,21,4,6,1073,157,627,920,-20
2,21,4,6,404,65,1817,1936,26
2,21,4,6,371,69,2003,2124,24
2,22,5,6,328,44,2058,2156,21
2,22,5,6,256,46,707,913,-7
2,22,5,6,883,113,1737,2017,17
2,22,5,6,1788,189,950,1515,-30
2,22,5,6,174,30,1616,1703,-2
2,23,6,6,515,79,932,1107,2
2,23,6,6,1591,217,1137,1229,-11
2,23,6,6,256,43,1312,1528,18
2,23,6,6,338,56,1555,1602,17
2,23,6,6,328,62,740,905,10
2,23,6,6,342,65,1626,1742,17
2,24,7,6,616,75,2102,2336,21
2,24,7,6,296,55,942,1052,2
2,24,7,6,1588,169,1443,1957,-13
2,24,7,6,296,45,823,915,-10
2,24,7,6,342,56,1114,1221,-9
2,24,7,6,226,43,1258,1356,-9
2,25,1,6,328,50,1307,1409,39
2,25,1,6,1093,135,1932,2204,9
2,25,1,6,718,112,804,1020,5
2,25,1,6,1137,165,1440,1740,30
2,25,1,6,495,65,1048,1201,1
2,25,1,6,197,35,1808,1857,17
2,26,2,6,1166,153,1011,1206,-24
2,26,2,6,1093,162,632,926,-19
2,26,2,6,1844,235,1314,1528,-27
2,26,2,6,371,64,1636,1752,-3
2,26,2,6,1044,132,2106,34,4
2,26,2,6,338,55,1825,2034,-1
2,27,3,6,588,79,1920,2150,-10
2,27,3,6,1797,206,1314,1859,-1
2,27,3,6,1044,137,624,803,-27
2,27,3,6,338,54,928,936,16
2,27,3,6,308,50,1131,1235,-5
2,27,3,6,342,54,1000,1111,11
2,28,4,6,443,65,1807,2027,-3
2,28,4,6,967,139,646,820,-20
2,28,4,6,1489,221,856,1054,-6
2,28,4,6,1959,219,1126,1718,-22
2,28,4,6,336,58,2055,2203,-2
2,29,5,6,1390,187,1217,1339,-11
2,29,5,6,370,63,1446,1701,111
2,29,5,6,848,138,1006,1144,-1
2,29,5,6,861,129,702,933,-7
2,1,5,6,336,62,1712,1830,80
2,1,5,6,1772,252,1916,2042,87
2,1,5,6,256,43,2123,2323,98
2,1,5,6,967,119,1155,1527,12
2,1,5,6,1489,172,602,1113,-12
2,2,6,6,1751,242,1927,2141,-4
2,2,6,6,668,117,1715,1829,-16
2,2,6,6,2075,232,1015,1629,-16
3,3,1,6,562,83,1758,1837,-3
3,3,1,6,347,58,1905,2017,-3
3,3,1,6,239,38,1629,1721,-4
3,3,1,6,972,138,1050,1319,-26
3,3,1,6,848,153,1414,1558,3
3,3,1,6,765,95,730,1021,-9
3,3,1,6,333,53,2119,2220,-10
3,3,1,6,325,48,2051,2051,-9
3,4,2,6,737,105,1926,2027,-18
3,4,2,6,1491,171,1328,1831,-19
3,4,2,6,957,121,942,1257,-13
3,4,2,6,361,56,759,912,-8
3,4,2,6,333,52,628,739,-1
3,4,2,6,546,79,2104,2248,-7
3,5,3,6,967,155,1930,2121,-4
3,5,3,6,336,57,1751,1859,-1
3,5,3,6,248,46,621,717,-3
3,5,3,6,256,45,918,1118,-2
3,5,3,6,313,57,2153,2303,8
3,5,3,6,1671,183,1151,1717,-8
3,5,3,6,1069,162,746,847,2
3,6,4,6,1390,192,2116,2252,72
3,6,4,6,848,156,1839,2043,73
3,6,4,6,838,96,1027,1310,-20
3,6,4,6,1142,184,1355,1714,-6
3,6,4,6,462,66,722,841,-4
3,6,4,6,251,43,902,955,-10
3,7,5,6,1750,228,623,1225,10
3,7,5,6,668,112,1304,1611,21
3,7,5,6,2075,285,1652,2008,13
3,7,5,6,304,47,2037,2032,7
3,7,5,6,446,74,2052,2223,8
3,8,6,6,1140,141,1917,2352,-3
3,8,6,6,226,42,954,1121,11
3,8,6,6,446,63,620,736,-9
3,8,6,6,479,62,1536,1648,-12
3,8,6,6,258,57,808,920,-5
3,8,6,6,397,59,1726,1839,-6
3,8,6,6,479,81,1338,1511,6
3,8,6,6,404,77,1141,1309,4
3,9,7,6,1246,206,2017,2257,22
3,9,7,6,1044,136,634,706,-29
3,9,7,6,325,52,936,1053,3
3,9,7,6,325,56,759,906,-4
3,9,7,6,1813,208,1137,1821,11
3,9,7,6,210,41,1852,1953,13
3,10,1,6,612,84,2100,2342,-3
3,10,1,6,1020,151,908,949,-6
3,10,1,6,651,99,1020,1220,-10
3,10,1,6,1751,205,1455,2040,0
3,10,1,6,447,64,1250,1414,-11
3,11,2,6,296,45,1317,1410,35
3,11,2,6,197,32,1609,1702,2
3,11,2,6,293,49,1137,1239,29
3,11,2,6,1295,175,1432,1539,9
3,11,2,6,333,55,1725,1829,-6
3,11,2,6,697,105,1859,2056,-9
3,11,2,6,781,132,642,810,5
3,12,3,6,1545,184,1038,1602,-3
3,12,3,6,1056,147,1803,1945,0
3,12,3,6,237,37,2130,2216,11
3,12,3,6,178,38,1637,1733,13
3,12,3,6,1024,122,632,1012,7
3,12,3,6,237,47,2007,2110,5
3,13,4,6,1444,198,1120,1254,-11
3,13,4,6,402,54,745,954,-1
3,13,4,6,389,69,1515,1635,5
3,13,4,6,325,54,1334,1440,-10
3,13,4,6,402,70,1023,1048,3
3,13,4,6,480,65,2057,2213,18
3,13,4,6,404,66,1708,1827,7
3,13,4,6,404,76,1900,2026,16
3,13,4,6,251,40,617,712,-3
3,14,5,6,325,55,1815,1923,13
3,14,5,6,397,72,1425,1609,9
3,14,5,6,1140,172,1240,1344,-11
3,14,5,6,588,71,1951,2214,-1
3,14,5,6,1333,158,714,1208,-7
3,14,5,6,358,51,1643,1751,11
3,15,6,6,838,98,1200,1452,-8
3,15,6,6,2279,349,1531,1833,33
3,15,6,6,1258,146,654,1055,0
3,16,7,6,889,123,2037,2152,17
3,16,7,6,223,40,1905,2002,22
3,16,7,6,1040,158,1524,1714,-16
3,16,7,6,1262,130,620,1041,-34
3,16,7,6,496,76,1800,1827,2
3,16,7,6,880,111,1135,1439,-11
3,17,1,6,1099,129,927,1349,-21
3,17,1,6,407,65,728,849,-6
3,17,1,6,342,49,1542,1641,56
3,17,1,6,687,119,1726,1940,75
3,18,2,6,395,64,1840,2007,152
3,18,2,6,925,128,1044,1304,9
3,18,2,6,318,80,1420,1559,84
3,18,2,6,1246,141,601,937,-18
3,18,2,6,484,73,1644,1707,87
3,19,3,6,189,38,1753,1842,-3
3,19,3,6,237,39,1913,2022,17
3,19,3,6,1090,134,1233,1710,-5
3,19,3,6,1733,243,641,859,-6
3,19,3,6,866,121,935,1153,-12
3,19,3,6,237,42,2038,2128,8
3,20,4,6,248,42,701,753,-7
3,20,4,6,546,78,1209,1339,-1
3,20,4,6,233,43,929,1020,-5
3,20,4,6,1430,200,1813,2113,13
3,20,4,6,248,41,1053,1143,-2
3,20,4,6,233,37,818,902,-8
3,20,4,6,813,106,1410,1727,2
3,21,5,6,1430,174,640,1043,-42
3,21,5,6,248,43,1643,1736,26
3,21,5,6,546,69,2144,2307,12
3,21,5,6,239,40,2010,2101,6
3,21,5,6,276,43,1856,1950,10
3,21,5,6,813,125,1155,1319,-16
3,21,5,6,233,36,1758,1842,22
3,21,5,6,546,88,1435,1616,26
3,22,6,6,2237,300,1150,1401,-24
3,22,6,6,288,49,1017,1118,-12
3,22,6,6,2283,252,1452,2228,-17
3,22,6,6,737,92,700,942,-13
3,23,7,6,328,52,1202,1202,-18
3,23,7,6,369,58,1640,1750,-15
3,23,7,6,972,148,633,915,0
3,23,7,6,1552,222,943,1138,-7
3,23,7,6,621,93,1244,1431,-19
3,23,7,6,507,79,1840,2118,8
3,23,7,6,296,45,1512,1609,-6
